,Characters,Deaths,Concepts,Cover Date,Teams,Disbanded Teams,Objects in Issue,Persons,Issue Name,Issue Number,Locations,First Apperances,First Apperances of a Concept,First Appearances of a Location,First Appearances of a Object,First Appearances of a Story,First Appearances of a Team,Description,Deck
10,"['Baron Von Goetz', 'Baroness Von Goetz', 'Bart Regan', 'Bruce Nelson', 'Buck Marshall', 'Cosmo', 'Inspector Burke', 'Jack Bruce', 'Jake Kolb', 'Larry Steele', 'Nick Orsatti', 'Phyllis Carlin', 'Sally Norris', 'Sir Fenton Carsley', 'Slam Bradley', 'Speed Saunders', 'Zeke Brown']",[],[],1938-01-01,[],[],[],"['Creig Flessel', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', 'Malcolm Wheeler-Nicholson', 'Russell Cole', 'Sven Elven', 'Tom Hickey', 'Whitney Ellsworth', 'Will Ely']",['The Anarchist Submarine Plot'],['11'],['Sage City'],[],[],[],[],[],[],"['<p>Stories:</p><ol><li><p>The Anarchist Submarine Plot</p> </li> <li><p>The Power Behind ""Machine Gun"" Kelly</p> </li> <li><p>The Nick Orsatti Case: Part 2</p> </li> <li><p>The Phony Murder Of Sir Fenton Carsley</p> </li> <li><p>Bulls Eye</p> </li> <li><p>Incident In Algiers</p> </li> <li><p>The Willow Lane Mystery</p> </li> <li><p>The ATLANTIS Aftermath</p> </li> <li><p>In The Bag</p> </li> <li><p>The Flying Circus</p> </li> <li><p>Famous Explorer</p> </li></ol>']",[]
11,"['Bart Regan', 'Bruce Nelson', 'Clark Davis', 'Colonel Jefferson Towne', 'Cosmo', 'Harry Ward', 'Henry Braddock', 'James Wilkes', 'Larry Steele', 'Laura Wilkes', 'Mr. Clifford', 'Mr. Jenks', 'Nancy Jenks', 'Nick Orsatti', 'Niles Hogarth', 'Objaw-wa', 'Paul Crandall', 'President Long', ""Rene D'Arnot"", 'Sally Norris', 'Shifty Levis', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Steve Harrison']",[],[],1938-02-01,[],[],[],"['Gardner Fox', 'Joe Shuster', 'Malcolm Wheeler-Nicholson', 'Russell Cole', 'Sven Elven', 'Vincent Sullivan', 'Will Ely']",['The Indian Oil Well Mystery'],['12'],[],[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>The Indian Oil Well Mystery</p> </li> <li><p>The Nick Orsatti Case: Part 3</p> </li> <li><p>The Jenks Kidnapping Case: Part 1</p> </li> <li><p>Murder In The Clouds: Part 1</p> </li> <li><p>Counterfeit</p> </li> <li><p>The Adams Case</p> </li> <li><p>Assassins In The Rue Molin</p> </li> <li><p>The Sabotaged Newspaper</p> </li> <li><p>The Lumberjacks</p> </li> <li><p>Parachute Test</p> </li></ol>'],[]
12,"['Bart Regan', 'Beppo', 'Bruce Nelson', 'Buck Marshall', 'Butch Weever', 'Claw Kembal', 'Cosmo', 'Danny Burke', 'Harry Ward', 'Jack Henion', 'Judge Tugg', 'Larry Steele', 'Little Tomm', 'Mike Saro', 'Mr. Clifford', 'Mrs. Harrison', 'Mulore', 'Nancy Jenks', 'Peter Rawley', 'Sally Norris', 'Seth Smith', 'Shorty Morgan', 'Slam Bradley', 'Speck Lowden', 'Speed Saunders', 'Steve Harrison', 'Tim Reynolds']",[],[],1938-03-01,[],[],[],"['Creig Flessel', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', 'Malcolm Wheeler-Nicholson', 'Russell Cole', 'Sven Elven', 'Tom Hickey', 'Will Ely']",['The Little Tomm Murder Case'],['13'],[],[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>The Little Tomm Murder Case</p> </li> <li><p>The Jenks Kidnapping Case: Part 2</p> </li> <li><p>The Killer Clown</p> </li> <li><p>Murder In The Clouds: Part 2</p> </li> <li><p>Dental Detective</p> </li> <li><p>The Peter Rawley Case</p> </li> <li><p>The Pine Road Mystery</p> </li> <li><p>Crooked Trail</p> </li> <li><p>At Sea</p> </li> <li><p>Just Like Junior</p> </li> <li><p>Hero Of The Air</p> </li></ol>'],[]
13,"['Bart Regan', 'Basil Montague', 'Bruce Nelson', 'Buck Marshall', 'Bujama', 'Captain Flynn', 'Caulkins', 'Cosmo', 'Dick Dane', 'Dirty Joe', 'Doris Dane', 'Freeland', 'Hank Burt', 'Henri Gourmier', 'Jack Trent', 'Jim Casey', 'Jim Foley', 'Larry Steele', 'Laura Jessup', 'Lloyd Parsons', 'Lou Capri', 'Malcolm Dane', 'Muscles Hogan', 'Nancy Jenks', 'Patricia Barden', 'Sally Norris', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Strafacchi', 'Zanook']",[],[],1938-04-01,[],[],[],"['Creig Flessel', 'Gardner Fox', 'Gill Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', 'Russell Cole', 'Sven Elven', 'Tom Hickey', 'Will Ely']",['The Mystery of Hondoku Isle'],['14'],[],[],[],[],[],[],[],"['<p>Stories:</p><ol><li><p>Dr. S. G. Boyce</p> </li> <li><p>The Mystery Of Hondoku Isle</p> </li> <li><p>Eddie Doll</p> </li> <li><p>Framing The Framers</p> </li> <li><p>The Jenks Kidnapping Case: Part 3</p> </li> <li><p>Too Many Crooks: Part 1</p> </li> <li><p>Oil from China</p> </li> <li><p>The Black Case</p> </li> <li><p>The Golden Ray</p> </li> <li><p>Hot Trail Hogan</p> </li> <li><p>The Poultry Racketeers</p> </li> <li><p>Up North</p> </li> <li><p>Quentin Roosevelt, Heroic Fighter</p> </li></ol>']",[]
14,"['Apache Joe', 'Bart Regan', 'Bilk Owens', 'Bruce Nelson', 'Buck Marshall', 'Captain Nichols', 'Caulkins', 'Chester Glass', 'Cosmo', 'Dick Dane', 'Doris Bay', 'Doris Dane', 'Geraldine Ryan', 'Larry Steele', 'Laura Jessup', 'Lloyd Parsons', 'Lord Eton', 'Malcolm Dane', 'Mr. Death', 'Mr. Morton', 'Patricia Barden', 'Sally Norris', 'Sergeant Gage', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders', 'Strafacchi']",[],[],1938-05-01,[],[],[],"['Bob Kane', 'Creig Flessel', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', 'Malcolm Wheeler-Nicholson', 'Russell Cole', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Mystery of the Darby Pearls'],['15'],[],[],[],[],[],[],[],"[""<p>Stories:</p><ol><li><p>The Mystery Of The Darby Pearls</p> </li> <li><p>Oscar The Gumshoe</p> </li> <li><p>Heels and Toes</p> </li> <li><p>The Plot To Kill Larry Steele: Part 1</p> </li> <li><p>Too Many Crooks: Part 2</p> </li> <li><p>Lightning Strikes Once</p> </li> <li><p>Mr. Death</p> </li> <li><p>Bring 'Em In Brannigan</p> </li> <li><p>The Plane Crash Mystery</p> </li> <li><p>The Lady-Killer</p> </li> <li><p>Ruth Harkness: Her Adventures In The Far East</p> </li></ol>""]",[]
15,"['Bart Regan', 'Bruce Nelson', 'Buck Marshall', 'Captain Drake', 'Cosmo', 'Detective Horan', 'Freeland', 'Hawley', 'Joseph Bannon', 'Larry Steele', 'Laura Jessup', 'Lloyd Parsons', 'Mike Bruno', 'Miss Bannon', 'Mr. Farrell', 'Mr. Korensky', 'Mr. Morton', 'Ned Tobins', 'Patricia Barden', 'Sally Norris', 'Sergeant Gage', 'Shorty Morgan', 'Slam Bradley', 'Speed Saunders']",[],[],1938-06-01,[],[],[],"['Creig Flessel', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', 'Malcolm Wheeler-Nicholson', 'Russell Cole', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Case of the Missing Corpse'],['16'],['Cleveland'],[],[],[],[],[],[],"['<p>Stories:</p><ol><li><p>The Case Of The Missing Corpse</p> </li> <li><p>Black Tony Barmacino: Dictator Of The Dope Dynasty</p> </li> <li><p>The Plot to Kill Larry Steele: Part 2</p> </li> <li><p>The National Museum Mystery</p> </li> <li><p>Too Many Crooks: Part 3</p> </li> <li><p>The Tattoo Trap</p> </li> <li><p>A Traitor In Our Midst</p> </li> <li><p>""Fingerprint"" Farson, The Plain Clothes Man</p> </li> <li><p>Trading Trouble</p> </li> <li><p>The Broadway Bandit</p> </li></ol>']",[]
16,"['Bart Regan', 'Bill Graham', 'Bruce Nelson', 'Buck Marshall', 'Burboyne', 'Colonel Roark', 'Cosmo', 'Countess Varnoff De Mornay', 'Doctor Petrie', 'Dr. Chalmers Cleeve', 'Fu Manchu', 'Kosloff', 'Larry Steele', 'Maria Borgio', 'Pinza', 'Ralph Donat', 'Ram Roddin', 'Ramon Gonzales', 'Sally Norris', 'Shorty Morgan', 'Sir Crichton Davey', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Ungi', 'Vera Sanders', 'Von Ruyter']",[],[],1938-07-01,['The Hooded Hordes'],[],[],"['Bob Kane', 'Creig Flessel', 'Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Joe Shuster', ""Leo O'Mealia"", 'Malcolm Wheeler-Nicholson', 'Sax Rohmer', 'Sven Elven', 'Vincent Sullivan', 'Will Ely']",['The Snake Death'],['17'],['Meadeville'],[],[],[],[],[],[],"[""<p>Stories:</p><ol><li><p>The Snake Death</p></li><li><p>Oscar The Gumshoe</p></li><li><p>The Maine Castle Mystery: Part 1</p></li><li><p>Von Ruyter's Explosive Gun</p></li><li><p>The Insidious Dr. Fu Manchu: Part 1</p></li><li><p>The Hooded Hordes</p></li><li><p>Disaster on The Diamond</p></li><li><p>The Coolie Smugglers: Part 1</p></li><li><p>The Right Trail</p></li><li><p>Slam Bradley Gets The Air</p></li><li><p>Puzzles</p></li></ol>""]",[]
17,"['Akmet', 'Ambassador Lavalle', 'Bart Regan', 'Bill Graham', 'Bruce Nelson', 'Captain Carstairs', 'Captain Grimm', 'Cosmo', 'Doctor Petrie', 'Donald Brent', 'Fu Manchu', 'Gini Desalle', 'Jem Hawkins', 'Jim Hilton', 'John Hilton', 'Knife Morley', 'Larry Steele', 'Maharaja Kahoon', 'Marshall Etting', 'Mrs. Lavalle', 'Officer Dugan', 'Professor Barton', 'Professor James', 'Sally Norris', 'Sergeant Gage', 'Sheriff Harvey', 'Shorty Morgan', 'Sir Crichton Davey', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Ungi', 'Vera Sanders']",[],[],1938-08-01,[],[],[],"['Bob Kane', 'Gardner Fox', 'Jerry Siegel', 'Joe Shuster', ""Leo O'Mealia"", 'Malcolm Wheeler-Nicholson', 'Sax Rohmer', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Hilton Diamond'],['18'],"['Brooklyn', 'Manhattan', 'New York City']",[],[],[],[],[],[],"[""<p>Stories:</p><ol><li><p>The Hilton Diamond</p></li><li><p>Oscar The Gumshoe</p></li><li><p>Murder In Texas</p></li><li><p>The Maine Castle Mystery: Part 2</p></li><li><p>The Insidious Dr. Fu Manchu: Part 2</p></li><li><p>Death's Ruby</p></li><li><p>The Golden Key</p></li><li><p>The Coolie Smugglers: Part 2</p></li><li><p>The Lavalle Case</p></li><li><p>In The Stratosphere</p></li><li><p>Puzzles</p></li></ol>""]",[]
18,"['Algy Hawks', ""Ape's Keeper"", 'Bart Regan', 'Betty Gladstone', 'Big Jim', 'Bruce Nelson', 'Captain Bartlett', 'Carlo Di Milo', 'Carlos Del Rio', 'Colonel Roark', 'Commander Gomez', 'Cosmo', 'Dave Grogan', 'Doctor Petrie', 'Dr. Ronald Wainwright', 'En Rico', 'Fu Manchu', 'Henry Adams', 'Inspector Kent', 'Larry Steele', 'Luigi Ferrini', 'M. Jules Furneaux', 'Professor Gladstone', 'Rosa Rinaldo', 'Sally Norris', 'Shorty Morgan', 'Sir Crichton Davey', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Stanislaus I', 'Steve Malone', 'Ungi', 'Wendy Foster']",[],[],1938-09-01,[],[],[],"['Fred Guardineer', 'Gardner Fox', 'Jerry Siegel', 'Joe Shuster', ""Leo O'Mealia"", 'Malcolm Wheeler-Nicholson', 'Sax Rohmer', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Grogan Case'],['19'],[],[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>The Grogan Case</p></li><li><p>The Invisibility Formula</p></li><li><p>The Island Of Wanatoba: Part 1</p></li><li><p>Mirror Of Doom</p></li><li><p>The Insidious Dr. Fu Manchu: Part 3</p></li><li><p>A Dead Case</p></li><li><p>The Coolie Smugglers: Part 3</p></li><li><p>The Air Pirates and The S.S. ALMOA</p></li><li><p>Luigi Ferrini Strikes</p></li><li><p>In Africa</p></li><li><p>Puzzles</p></li><li><p>Crime Never Pays</p></li></ol>'],[]
19,"['Bart Regan', 'Billie Bryson', 'Bogdan', 'Bruce Nelson', 'Buck Marshall', 'Cosmo', 'Crimson Avenger (Travis)', 'Doctor Petrie', 'En Rico', 'Fu Manchu', 'Great Zambini', 'Jane Halock', 'Jim Larrabee', 'Joe Marko', 'Johnny Purvis', 'Kay Livingston', 'Larry Steele', 'Mandarin Hapsu', ""Mike O'Brien"", 'Ming Toy', 'Myron Block', 'Ned Renick', 'Ned Trumble', 'Ole Carlsen', 'Pete Hansen', 'Professor Mysto', 'Sally Norris', 'Saw-Tooth Jackson', 'Senator Barkley', 'Shorty Morgan', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Terry Croft', 'Ungi', 'Wing']",[],"['Anthology', 'Detective', 'Golden Age of Comics']",1938-10-01,[],[],[],"['Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Jim Chambers', 'Joe Shuster', ""Leo O'Mealia"", 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Jade Buddha / The Island of Wanatoba / The Door of Death / Saving Senator Barkley / The Insdious Dr. Fu Manchu / Give and Take / The Song of Death / Block Buster / Boat Race of Doom / The Magican'],['20'],"['New York City', 'New York State']",[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>The Jade Buddha</p></li><li><p>The Island of Wanatoba: Part 2</p></li><li><p>The Door of Death</p></li><li><p>Saving Senator Barkley</p></li><li><p>The Insidious Dr. Fu Manchu: Part 4</p></li><li><p>Give and Take</p></li><li><p>The Song of Death: Part 1</p></li><li><p>Block Buster</p></li><li><p>Boat Race of Doom</p></li><li><p>The Magician</p></li></ol>'],[]
20,"['Ann Stevens', 'Baron von Huldorf', 'Bart Regan', 'Betty Palmer', 'Big Jim', 'Big Shot Bettini', 'Billie Bryson', 'Bruce Nelson', 'Buck Marshall', 'Cosmo', 'Crimson Avenger (Travis)', 'Detective Cadby', 'Doctor Avery', 'Doctor Petrie', 'Fu Manchu', 'Inspector Weymouth', 'Kathos', 'Lank Devitt', 'Larry Steele', 'Lord Atherton', 'Lorenzo Rica', 'Luigi Ferrini', 'Mrs. Warren', 'Ned Renick', 'Opal Jackson', 'Phillipa Rowen', 'Sally Norris', 'Shorty Morgan', 'Sir Crichton Davey', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Tom Harrison', 'Tony Hayworth', 'Wing']",[],[],1938-11-01,[],[],[],"['Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Jim Chambers', 'Joe Shuster', ""Leo O'Mealia"", 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Glass of Poison'],['21'],"['Cairo', 'Egypt', 'New York City', 'Sage City']",[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>The Glass Of Poison</p></li><li><p>The Accident Racket</p></li><li><p>Bullet Trap</p></li><li><p>The Affair Of Baron Von Muldorf</p></li><li><p>The Insidious Dr. Fu Manchu: Part 5</p></li><li><p>The Crime In Stone</p></li><li><p>The Song Of Death: Part 2</p></li><li><p>Mystery at The Mt. Pleasant Cemetary</p></li><li><p>The Pigeon Smugglers</p></li><li><p>Seth and The Slave Ring</p></li><li><p>Crime Never Pays</p></li></ol>'],[]
21,"['Barney Jones', 'Bart Regan', 'Billie Bryson', 'Bonelli', 'Bruce Nelson', 'Captain Brenton', 'Captain Martineau', 'Carriere', 'Cosmo', 'Crimson Avenger (Travis)', 'Detective Cadby', 'Doctor Petrie', 'Fu Manchu', 'Fui Onyui', 'Inspector Kent', 'Inspector Ryman', 'Johnny Purvis', 'Larry Steele', 'Mister Gates', 'Mrs. Martineau', 'Mrs. Warren', 'Ned Renick', 'Nitchova', 'Ordway', 'Oscar the Gumshoe', 'Rosita Fernandez', 'Sally Norris', 'Sgt. Haines', 'Shorty Morgan', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Walter Weston', 'Willy Wiggbert', 'Wing', 'Yat Sin']",[],"['Anthology', 'Detective', 'Golden Age of Comics', 'Organized Crime', 'Origin Story']",1938-12-31,[],[],[],"['Bob Kane', 'Fred Guardineer', 'Gardner Fox', 'George Newman', 'Jerry Siegel', 'Jim Chambers', 'Joe Shuster', ""Leo O'Mealia"", 'Sax Rohmer', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Return Of Fui Onyui'],['22'],['New York City'],[],[],[],[],[],[],"['<p>Stories:</p><ol><li><p><strong>The Return Of Fui Onyui featuring Slam Bradley</strong></p></li><li><p><strong>Mansion Of Maniacs featuring Larry Steele</strong></p></li><li><p><strong>Wanted, Dead or Alive featuring The Crimson Avenger</strong></p></li><li><p><strong>The Song Of Death: Part 3 featuring Bruce Nelson</strong></p></li><li><p><strong>A Sticky Clue</strong></p></li><li><p><strong>Break-In at The Bartilian Embassy featuring Bart Regan, Spy</strong></p></li><li><p><strong>The Insidious Dr. Fu Manchu: Part 6 featuring Dr. Fu Manchu</strong></p></li><li><p><strong>Oscar The Gumshoe</strong></p></li><li><p><strong>Bonelli The Jewel Thief featuring Cosmo the Phantom of Disguise</strong></p></li><li><p><strong>The Return Of The Raven featuring Inspector Kent</strong></p></li><li><p><strong>The Snow Murder featuring Speed Saunders</strong></p></li></ol>']",[]
22,"['Baron Pakloff', 'Bart Regan', 'Big Pete Rines', 'Bruce Nelson', 'Buck Marshall', 'Cosmo', 'Crimson Avenger (Travis)', 'Dick Knight', 'Doctor LaForge', 'Doctor Petrie', 'F. Thorpe', 'Fu Manchu', 'Harrison Thorde', 'Inspector Ryman', 'Jim Baker', 'Jim Bedlow', 'Joe French', 'Lady Ashley', 'Larry Steele', 'Linda Perry', 'Little Joe', 'Lord Ashley', 'Margot Lee', 'McQuade', 'Ned Forbes', 'Pop Barris', 'Professor Grigsby', 'Professor Kenton', 'Red Nelson', 'Rutsky', 'Sally Norris', 'Sam Spencer', 'Shorty Morgan', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Tony Di Natale']",[],[],1939-01-01,"['Daily Star', 'The X.Y.Z. Gang']",[],[],"['Bob Kane', 'Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Jim Chambers', 'Vincent Sullivan', 'Will Ely']",['The Ski Murder'],['23'],"['Metropolis', 'New York City', 'Sage City']",[],[],[],[],[],[],"[""<p>Stories:</p><ol><li><p>The Ski Murder</p></li><li><p>The Corpse In The Car Trunk</p></li><li><p>Nuggets Of Lead</p></li><li><p>The Zombie Killers</p></li><li><p>Gambler's Waterloo</p></li><li><p>Railroad Riddle</p></li><li><p>The Celebrity Deaths</p></li><li><p>The Insidious Dr. Fu Manchu: Part 7</p></li><li><p>Kops and Robbers</p></li><li><p>The Many Murder Attempts Of McQuade</p></li><li><p>In Two Billion A.D.: Part 1</p></li><li><p>Puzzles</p></li><li><p>Crime Never Pays</p></li></ol>""]",[]
23,"['Bart Regan', 'Bixbey', 'Bruce Nelson', 'Buck Marshall', 'Commissioner Benson', 'Consul', 'Cosmo', 'Crimson Avenger (Travis)', 'Detective Cadby', 'Doctor Brown', 'Doctor Hudson', 'Doctor Petrie', 'Du Val', 'Elmer Bennet', 'Frank Hanson', 'Fu Manchu', 'Gene Carley', 'Gentelman Jeff Virdone', 'Grogan Mears', 'Larry Steele', 'Mister Gordon', 'Mr. Steele', 'Nate Briggs', 'Nora Dobson', 'Professor Kenton', 'Radsky', 'Sally Norris', 'Shorty Morgan', 'Sin Lu', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Tony Sparta', 'Wing', 'Yvonne Beaumont']",[],[],1939-02-01,['River Gang'],[],[],"['Bob Kane', 'Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Jim Chambers', 'Joe Shuster', ""Leo O'Mealia"", 'Vincent Sullivan', 'Will Ely']",['The Persian Jewel Mystery'],['24'],['Sage City'],[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>Cleo and Clancy</p></li><li><p>The Persian Jewel Mystery</p></li><li><p>Oscar The Gumshoe</p></li><li><p>The Model Murder Mystery: Part 1</p></li><li><p>The Ace Foundry Sabotage</p></li><li><p>Subterfuge at Sea</p></li><li><p>The Insidious Dr. Fu Manchu: Part 8</p></li><li><p>The Old Grey House</p></li><li><p>Tony Sparta and The River Gang</p></li><li><p>Back from The Dead: Part 1</p></li><li><p>Paper Trail</p></li><li><p>In Two Billion A.D.: Part 2</p></li><li><p>Puzzles</p></li><li><p>Crime Never Pays</p></li></ol>'],[]
24,"['Bart Regan', 'Billie Bryson', ""Blackie O'Rourke"", 'Bruce Nelson', 'Buck Marshall', 'Carol Watson', 'Commissioner Clayton', 'Cosmo', 'Crimson Avenger (Travis)', 'Doc Jone', 'Doctor Petrie', 'Du Val', 'Frank Hanson', 'Franklin D. Roosevelt', 'Fu Manchu', 'Gentelman Jeff Virdone', 'Greba Eltham', 'Grogan Mears', 'Inspector Henderson', 'Inspector Ryman', 'Jenks', 'John Whatley', 'John Whatley Imposter', 'Larry Steele', 'Lute Martin', 'Ma Pierce', 'Miss Evarts', 'Miss Whatley', 'Missis Barbarat', 'Mr. Powers', 'Mr. Rice', 'Mr. Steele', 'Nanette', 'Registrar', 'Rev. J. D. Eltham', 'Sally Norris', 'Sheriff Loyd', 'Shorty Morgan', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Tommy Dell', 'Wing', 'Yvonne Beaumont']",[],[],1939-03-01,[],[],[],"['Bob Kane', 'Fred Guardineer', 'Gardner Fox', 'Homer Fleming', 'Jerry Siegel', 'Jim Chambers', 'Joe Shuster', ""Leo O'Mealia"", 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['The Death Sled'],['25'],['Sage City'],[],[],[],[],[],[],"[""<p>Stories:</p><ol><li><p>The Death Sled</p></li><li><p>The Model Murder Mystery: Part 2</p></li><li><p>Death Masquerades</p></li><li><p>The President's Assignment</p></li><li><p>Oscar The Gumshoe</p></li><li><p>The Insidious Dr. Fu Manchu: Part 9</p></li><li><p>Secret Service Man</p></li><li><p>The Airline Insurance Murders</p></li><li><p>Back from The Dead: Part 2</p></li><li><p>Ma Pierce's Last Kidnapping</p></li><li><p>The Merrivale Mystery</p></li><li><p>Detective Puzzles</p></li><li><p>Crime Never Pays</p></li></ol>""]",[]
25,"['August Van Dorn', 'Bart Regan', 'Bruce Nelson', 'Captain Flynn', 'Captain Robertson', 'Carol Watson', 'Cosmo', 'Crimson Avenger (Travis)', 'Dan Reynolds', 'Doctor Petrie', 'Faro Fleming', 'Fu Manchu', 'Gentelman Jeff Virdone', 'Gip Morgan', 'Greba Eltham', 'Inspector Henderson', 'Joe Savo', 'John Van Dorn', 'Larry Steele', 'Mannix', 'McMillan', 'Mister Clyde', 'Nancy Lee', ""Pierre D'Orsay"", 'Professor James Barton', 'Rev. J. D. Eltham', 'Sally Norris', 'Shorty Morgan', 'Sir Denis Nayland Smith', 'Slam Bradley', 'Speed Saunders', 'Steve Malone', 'Vernon Denby', 'Wing', 'Yen-Sun-Yat']",[],[],1939-04-01,['Fake Crimson Avenger Gang'],[],[],"['Bob Kane', 'Fred Guardineer', 'Gardner Fox', 'Jerry Siegel', 'Sax Rohmer', 'Sven Elven', 'Tom Hickey', 'Vincent Sullivan', 'Will Ely']",['Artists of Death'],['26'],[],[],[],[],[],[],[],['<p>Stories:</p><ol><li><p>Artists Of Death</p></li><li><p>The Van Dorn Murder Case</p></li><li><p>Back from The Dead: Part 3</p></li><li><p>The Phony Crimson Avenger</p></li><li><p>Disguise</p></li><li><p>The Taxicab War</p></li><li><p>The Insidious Dr. Fu Manchu: Part 10</p></li><li><p>Cleo and Clancy</p></li><li><p>The Fake Shipwreck</p></li><li><p>The Man Who Torpedoed Congress</p></li><li><p>The Basketball Mystery</p></li></ol>'],[]
